,Date,User,Tweet
383,2022-03-23 03:44:28+00:00,hyechulson,"여수시, 율촌면 새마을협의회, ‘2050 탄소중립 실현’ 나무심기 행사 개최

https://t.co/TeAWrC4fLm https://t.co/ekY6oKmAZp"
384,2022-03-23 01:44:10+00:00,redgari1,&gt;글로벌 컨설팅 회사 맥킨지&amp;컴퍼니가 세계 탄소중립 이행 보고서의 분석에 따르면 올해부터 2050년까지 탄소중립을 위한 에너지 전환·인프라스트럭처에 들어가는 비용은 세계적으로 총 275조원에 달할 것으로 관측.
385,2022-03-23 01:28:09+00:00,kspnews,[케이에스피뉴스] [칼럼] 기후위기 2050 탄소중립 인류 공동체의 국제적 책임 https://t.co/1IkjYzWTSA
386,2022-03-22 23:47:00+00:00,chongjuhigh,기온 상승을 산업혁명 전 대비 1.5도 아래로 억제하는 국제 목표는 달성하기 힘들다고 본다. 그걸 위한 수단인 2050 탄소 중립 역시 그렇다. 비관적으로 보는 이유는 개도국들에서 홍수처럼 분출되는 성장 욕구를 제어하기 힘들기 때문이다.(한삼희
387,2022-03-22 10:06:39+00:00,jinkyuchoe,"탄소중립 비전과 온실가스 감축 의지 법제화, 2050 탄소중립 사회로 나아갑니다 https://t.co/kXpphqkFox"
388,2022-03-22 09:41:55+00:00,dudehowru,"지난해 제정된 '기후위기 대응을 위한 탄소중립ㆍ녹색성장기본법'이 3월25일 시행됩니다.

2050 탄소중립을 목표로 
2030 중장기 온실가스 감축목표 40%
국가 탄소중립 기본계획 수립
온실가스감축인지예산 적용
기후변화영향평가 제도의 단계적 도입
https://t.co/4wO9t2ZFOa"
389,2022-03-22 09:02:14+00:00,moonriver365,"2050 탄소중립은 인류 공동체의
생존을 위한 국제적 책임을 다하는
것이면서 우리나라의 미래 경쟁력과
직결되는 국가적 과제입니다.
정부의 의지만으로 이룰 수 없는
대단히 어려운 도전 과제입니다.

정부는 기업들이 무거운 부담을 떠안지
않도록 할 수 있는 모든 지원을
다해주기 바랍니다. https://t.co/OchMec4dEi"
390,2022-03-22 08:45:47+00:00,danchina,"&lt;안유화독서투자클럽 모임 공지&gt;
7기의 주제는 탄소배출권과 블록체인(NFT) 및 투자전략
1. 3회차 강의주제 : 탄소중립시대 기술혁신 목표투자기업 선정과 투자 전략
2. 4/16일(토) 오후 6시-8시 
3. 오프라인과 zoom온라인 병행
4. 읽을 책 : 대한민국 2050 탄소중립 전략
 카톡 yuhuaan로 연락"
391,2022-03-22 04:50:52+00:00,fritillariamk,"속도이다. 이제 탄소중립 사회 전환을 위한 법적.제도적 기반이 완비된 만큼 중앙정부뿐 아니라 지역 단위까지 탄소중립 이행 체계가 촘촘히 구축되길 기대한다.
-2050 탄소중립은 인류 공동체의 생존을 위한 국제적 책임을 다하는 것이면서 우리나라의 미래 경쟁력과 직결되는 국가적 과제, 정부의 https://t.co/84SpSjBwcz"
392,2022-03-22 04:50:50+00:00,fritillariamk,"발표했다. 세계에서 열네 번째로 탄소중립을 법제화한 국가가 되었으며, 오늘 시행령 의결로 본격 실천 단계에 이르렀다.
-오늘 국무회의에서 '기후위기 대응을 위한 탄소중립.녹색성장 기본법' 시행령을 의결한다. 다른 선진국에 비해 늦게 시작한 발걸음이지만 2050 탄소중립 선언 이후 매우 빠른 https://t.co/dQc3DkvmZ5"
393,2022-03-22 01:04:38+00:00,forest_news,"🌲 #탄소중립 #산림

2050 탄소중립 숲이 왜 중요할까요❓
숲과 나무를 통해 온실가스를 흡수하여 
지구를 건강하게 만들고 
기후 위기에 대응하는 것이
2050 탄소중립 목표인데요! 🙌

숲과 나무가 기여하는 다양한 일과
산림정책들 알아볼까요? 👀💚

👉 https://t.co/q1cvteBB46 https://t.co/2txEjC2Bg4"
394,2022-03-21 06:59:25+00:00,hyechulson,"‘2050 여수시 탄소중립 실현’ 곳곳에서 나무심기 나서

https://t.co/y2GU0hrdph https://t.co/hfmZBKYKJv"
395,2022-03-21 01:04:07+00:00,MasterWhite18,"블랙록 자산운용에서는 ""기후(변화) 리스크는 곧 투자 리스크""라면서 ""투자자들은 포트폴리오 조정을 지금 바로 해야 한다""고 하고 있습니다. 탄소중립으로의 길은 2050년에 있는 미래 이야기가 아니라, 지금 당장 진행되고 있는 일이라면서요. https://t.co/FGXpyoiMPn"
396,2022-03-18 11:08:00+00:00,upsunnetpower,"전국 축산환경 9월까지 실태조사…""2050 탄소중립 기반 마련"" https://t.co/FmiVHGibUs"
397,2022-03-18 05:21:07+00:00,koreaTIOT,세계 각국은 2050년 탄소중립선언과 함께 탄소규제를 더욱 강화하고 있으며 탄소중립을 실현하려면 탄소 배출량을 줄이는 노력뿐 아니라 배출된 이산화탄소를 고부가가치의 화합물로 전환하는 기술은 필수적이다.
398,2022-03-17 03:10:10+00:00,newsvop,"“한국, 2050년 탄소중립 달성 정책으로 일자리 최대 200만개 이상 창출”@newsvop https://t.co/6Skj9zX8GE"
399,2022-03-17 02:42:54+00:00,MediaDale,"LG생활건강, 2050 탄소중립 선언 https://t.co/TyrhTYAVLn"
400,2022-03-17 00:02:47+00:00,MagazineR_,"""한국, 탄소중립 투자시 2050년까지 최대 226만개 일자리 창출"" https://t.co/09am0FkClw"
401,2022-03-16 08:12:56+00:00,greenpeacekorea,"지구 온도가 오를수록 산불 통제는 어려워집니다. 전 세계가 반드시 2030년까지 온실가스 배출량을 2018년 대비 50% 이상 감축하고, 2050년까지 탄소 중립을 달성해야 하는 이유입니다. 🌏

우리의 안전한 미래를 위해 정부에 기후위기 대응을 요구해 주세요. 💚

https://t.co/Ieg1bnuTcu"
402,2022-03-16 03:16:20+00:00,PJ3ivpHDeUgRnOy,"2050 탄소중립을 목표로 하고 있는 지금, 이대로 괜찮을까요? https://t.co/AIvMK7wMyQ"
403,2022-03-15 23:52:38+00:00,cleanhwasun,"지난해 3월 3일 ‘2050 전라남도 탄소중립 비전 선포’ 1주년을 기념해 14일부터 오는 18일까지 1주일을 ‘탄소중립 주간’으로 정하고 16일 공공건물 소등행사를 진행합니다. 화순군청, 13개 읍‧면행정복지센터, 경찰서·교육청 등 지역 유관기관의 공공건물은 이날 오후 8시부터 10분간 소등됩니다."
404,2022-03-15 05:10:16+00:00,kingcert,"여수시, 2050 탄소중립 “바로 지금, 나부터! 실천해요” https://t.co/MYeBh9DhTo"
405,2022-03-15 03:29:12+00:00,hyechulson,"여수시, 2050 탄소중립 “바로 지금, 나부터! 실천해요”

https://t.co/6YD0m43s2N https://t.co/USoqLuLPrR"
406,2022-03-14 12:00:00+00:00,nocutnews,"""현재 (에너지·기후)정책이 지속될 경우 2050년까지 철강부문 온실가스 배출량은 약 30%만 감소해 탄소중립에 도달하지 못한다.""
https://t.co/qysHVyQe8b"
407,2022-03-14 08:39:05+00:00,yunjaegug8039,"""이대로라면…철강산업, 2050 탄소중립 못한다"" https://t.co/N243ct5FXv '기후솔루션'과 카이스트 엄지용 교수팀 
""현 정책 지속될 경우 2050년에도 철강산업에서 약 9천만tCO2eq 이상의 온실가스가 배출돼 탄소중립 목표를 달성 못해""
산업 온실가스 1위 철강…탄소중립 척도"
408,2022-03-14 01:54:58+00:00,greenjeonnam,"전남도, 탄소중립 주간 운영

전라남도는 지난해 3월 선포한 2050 탄소중립 비전 1주년을 기념해 오는 14일부터 18일까지를 ‘탄소중립 주간’으로 정해 다채로운 행사를 펼친다고 밝혔다.

자세하게 알아볼까요?
▶https://t.co/ou68lv1okm"
409,2022-03-11 02:28:14+00:00,action050,새 정부의 공약에 따르면 어쨌든 현 정부의 2050 탄소중립 정책을 수정해서 목표치를 완화할 것으로 보인다. 기후위기 문제에도 산업계 패러다임 변화에도 긍적적으로 보이지 않는다. https://t.co/vo2TIWHLfn
410,2022-03-10 23:53:17+00:00,choiphago,"토사구팽(兎死狗烹)

바이든 대통령은 취임 첫 날 미국과 캐나다 간 원유 수송 사업인 ‘키스톤 XL파이프라인 프로젝트’를 취소했다. 또한 2050년 탄소 중립 달성을 목표로 미국 내 석유 시추 제한, 화석연료 기업 보조금 지급 중단, 태양광·전기차 확대 등과 같은 적극적으로 친환경 정책이 뒤따랐다."
411,2022-03-10 23:51:09+00:00,choiphago,"국제유가 급등에도 美 셰일오일 기업들 증산 주저, 왜!?

1. 기조적으론 바이든 행정부의 환경 규제(2050년 탄소중립)가 강화돼 증산을 위한 시추 탐사 사업에 대한 부담감

2. 원자재·연료·인력 비용 상승

3. 국제유가를 통제할 수 있는 OPEC의 영향력 지배"
412,2022-03-10 02:00:40+00:00,news_jeju,"'2050 탄소중립 실현’ 위한 범도민 나무심기 운동 전개
https://t.co/7Gb0Itsxq7"
413,2022-03-09 23:06:23+00:00,pinika_,"EU, 러시아 천연가스 안 쓰고 2050년까지 탄소중립 가능할까 (출처 : 경향신문 | 네이버 뉴스) https://t.co/SzRaMrAK9f"
414,2022-03-09 17:34:38+00:00,xiniha_1e88df,윤석열 되면 다른 거 아니더라도 2050 탄소중립은 그대로 빠이빠이고 이거 하나만으로 나라 망하는 건데
415,2022-03-09 16:47:17+00:00,evelynmind,"EU, 러시아 천연가스 안 쓰고 2050년까지 탄소중립 가능할까 | 다음뉴스 https://t.co/AEOSP6GkU1"
416,2022-03-09 14:19:33+00:00,glass68,"문재인 정부가 내건 탄소중립 2050 목표 달성하려면 원전 계속 돌려야 함. 폐기물 처리에 대한 사회적 논의와 합의를 끌어내고, 폐기물이 최소화되고 처리가 용이한 SMR 확대 보급을 논의하던가 해야지 저렇게 선동한다고 일이 해결되나? 하여간 무식한 것들은... https://t.co/yTlggLWYcM"
417,2022-03-08 20:36:02+00:00,_KawaiiWatashi,"경제의 에너지 집약도, 기술 수준, 삼림의 탄소 흡수력이 현재와 유사한 경우, 장기적으로 지속가능한 경제발전은 어려움.
2021~50년의 온실가스 배출량은 EU보다 많고, 2050년까지 러시아의 탄소집약도는 세계 평균을 초과하며, 탄소중립은 미달성"
418,2022-03-07 06:38:42+00:00,safetimes2015,"https://t.co/PEoOPwOdW3 국가철도공단, 2050 탄소중립 '철도기후선언' 동참"
419,2022-03-07 01:45:38+00:00,hyechulson,"국가철도공단 2050 탄소중립을 위한 철도기후선언 동참

https://t.co/PEbsMEiHkG"
420,2022-03-06 23:16:11+00:00,jesusokm7,"강릉시, 탄소중립 친환경 도시 본격 준비: 강릉시가 올해 탄소중립 친환경 도시로 나아가기 위한 본격적인 준비를 시작했다. 정부의 2050 탄소중립 국가계획, 강원도의 2040 탄소중립 추진 전략에 맞춰 강릉시도 올해 안에'온실가스 감축 및 기후변 https://t.co/Ac9Q0fHfg5"
421,2022-03-05 00:33:24+00:00,pan00771,산림청  ‘2050 탄소중립 실현’을 위한 2022년 나무 심기 시작 https://t.co/8XV8zU0r5C
422,2022-03-04 14:26:42+00:00,HDN77278499,"2050 탄소중립 첫삽, '나무심기’ 미래 숲 자원조성 https://t.co/huvSQ2MhwL"
423,2022-03-04 01:35:53+00:00,forest_news,"🦚 #탄소중립 #산림정책

2050년 숲을 통한 탄소중립, 어떻게 실현할까❓
도시숲을 만들어 이산화탄소를 흡수하고
#나무심기 와 #산림복원 확대,
#남북산림협력 을 통하여 새로운 흡수원을 
확대해 가는 다양한 정책 추진을 만들겠습니다! 🙌☺️

👉 https://t.co/pbNa4tUukk https://t.co/CrnYPg7Tcw"
424,2022-03-03 10:19:23+00:00,BreakNewsCom,"대구시, 2050 탄소중립 위헤 지역특화 녹색산업 발굴  / 브레이크뉴스  https://t.co/cRotwKptYg"
425,2022-03-03 00:21:07+00:00,jesusokm7,"대구시 지역특화 녹색산업 발굴, 융합 클러스터 선정을 향한 첫걸음 내딛어: 대구시는 2050 탄소중립 달성을 위해 지역특화 녹색산업을 발굴해 환경부 녹색융합클러스터 조성지역 선정(’23. 2분기 예정)을 준비한다.녹색융합클러스터란 녹색산업과 녹색연관산업의 집적 및… https://t.co/tRZNjB950r"
426,2022-03-02 13:08:47+00:00,B5944Xr5JuR1rc1,"안철수 ""탄소중립 2050 어떻게""..윤석열 ""에너지믹스 잘하면""[마지막 TV토론] | 다음 뉴스 https://t.co/AndjPjxdxY"
427,2022-03-02 12:57:32+00:00,yongddy,"안철수 ""탄소중립 2050 어떻게""..윤석열 ""에너지믹스 잘하면""[마지막 TV토론] | 다음 뉴스 무지랭이 윤석열은 천연가스에서는 CO2가 안나온다는 기괴한 과학https://t.co/dhM78FaCA1"
428,2022-03-02 12:10:34+00:00,TsumetaiO,"석열이형 탄소중립 2050년까지 겁나 중요한데 어떤방법들이 있어요? / 다들 알잖아, 신재생에너지 포함해서 에너지 믹스하고 / 그럼 에너지믹스만 하믄 다 돼요? / 함정깔지 마 새끼야.. 신재생 에너지 기술도 개발하고 하는거지 / 하여간 조또 몰라요. 탄소라고 하니까 전기타령만 해. https://t.co/ZikHFwTR8m"
429,2022-03-02 12:09:00+00:00,tinimoon99,와 탄소중립 2050 나왔다
430,2022-03-02 04:11:52+00:00,kreipr,"2050 #탄소중립 이행을 위해 분야별 감축노력이 요구되고 있는 가운데, 우리 농업 역시 저탄소 농업기술의보급·확산을 위한 기술에 대한 정확한 이해가 필요한 시점입니다.

KREI #e세계농업 제13호에서는 #저탄소_농업기술 의 국내외 동향에 대해 살펴봅니다.

📑https://t.co/Rtst0fdnXK https://t.co/UhXQHcZ67o"
431,2022-03-02 04:11:06+00:00,withyou3542,"📢전기차 충전시설 사용이 더욱 편리해집니다!🚗

2050탄소중립 실천에 맞춰 전기차 충전인프라 서비스 환경을 갖출 수 있도록 노력하겠습니다.

자세한 내용은 행정안전부 블로그에서
확인하실 수 있습니다.😊
▶https://t.co/GQab6zZgUA https://t.co/QxXxrddj3U"
432,2022-03-02 01:09:33+00:00,chongjuhigh,"문재인 대통령의 지난 25일 “향후 60년 원전을 주력 기저 전원으로 활용” 발언은 듣기 불편했다. 문 정부의 탄소 중립 시나리오는 2050년 신재생 전원 비율을 현재 6~7%에서 60~70%로 10배 늘리는 반면, 30%까지 갔던 원자력은 6~7%로 줄이자는 것이다"
433,2022-03-01 01:07:03+00:00,pan00771,산림청  ‘2050 탄소중립 실현’을 위한 2022년 나무 심기 시작  https://t.co/N1NwIf5Qo1
434,2022-03-01 00:00:15+00:00,jesusokm7,"함안군, 수소 복합단지 공동추진 협약 체결: 함안군은 한국남부발전(주) ? 한국도로공사와 ‘수소 복합단지 조성사업 공동추진 업무협약’을 체결했다고 28일 밝혔다. 이번 협약은 2050 탄소중립 실현 및 수소 경제 활성화를 위해 함안 톨게이트 인근 https://t.co/qKy2TNSBgk"
435,2022-02-28 13:57:59+00:00,mises2020,"""정부가 지난해 확정한 탄소중립 시나리오에 따르면 원전 비율은 2020년 29%에서 2050년 6.1%(화력발전 전면 중단 시)로 줄어든다. 30년도 채 지나기 전에 6% 수준까지 떨어지는 원전을 ‘60여 년간의 주력’이라고 표현했다. 대단한 ‘정신승리’가 아닐 수 없다.""

정신병자지

https://t.co/1mvVAfPtCH"
436,2022-02-28 11:07:19+00:00,JungJaHyun,"심상정 후보 “정부가 2050년까지 탄소 중립하겠다고 약속하고서 화력발전소를 짓는 자체가 이율배반적”이라며 ‘화력발전소 즉각 백지화’도 약속
https://t.co/MknunCEBlB"
437,2022-02-28 03:43:50+00:00,kanryu_style,하지원 Ha Ji Won ハ・ジウォン 河智苑【2050 탄소 중립 https://t.co/2pEXOmF10v #ハジウォン
438,2022-02-25 08:38:17+00:00,safetimes2015,https://t.co/Ap2svBlIJ8 환경부 '2050 탄소중립' 실현 산업계 의견 수렴
439,2022-02-25 03:20:38+00:00,kcsnews001,"하나금융그룹, KAIST와 2050 탄소중립 달성을 위한 'ESG 미래전략' MOU 체결 https://t.co/KybINribjS"
440,2022-02-25 03:20:15+00:00,JungJaHyun,"'대한민국은 세계에서 다섯 번째로 큰 석유 수입국이며 천연가스 수입은 세계 3위, 석탄 수입은 세계 4위인 나라이다. 현재 경제 규모에 필요한 에너지의 85%를 화석연료에 의존하고 있다. 향후 2050년 탄소중립을 이루려면..재생에너지 자원의 비율은 더 증가해야'
https://t.co/SfUKoz3JQu"
441,2022-02-24 08:38:26+00:00,safetimes2015,"https://t.co/Ui635xMuTz 동서발전, 2050 '탄소중립 미래전략' 전문가와 협력"
442,2022-02-24 07:11:21+00:00,MagazineR_,"하나금융, 2050 탄소중립 달성 위해 카이스트와 맞손 https://t.co/iyj1CsbcTe"
443,2022-02-24 04:50:38+00:00,iamkepco,"전 지구적 과제인 #탄소중립
한전은 2050 탄소중립 달성을 위해 
앞장서고 있는데요
탄소중립을 위한 주요 기술개발에는 
어떤 것들이 있는지 알아볼까요?

➡️https://t.co/0QfPjERHxb https://t.co/2xnx3L8cjZ"
444,2022-02-24 02:11:07+00:00,MagazineR_,"하나금융, 2050 탄소중립 위해 카이스트와 맞손 https://t.co/usUFQTZDo5"
445,2022-02-23 07:27:15+00:00,ujpress,"한국동서발전(주), 제1회 탄소중립 미래전략포럼 개최
한국동서발전(주)(사장 김영문)는 23일 본사에서 2050 탄소중립 달성을 위한 재생에너지 확대 방안을 주제로 ‘제1회 탄소중립 미래전략포럼’을 개최했다.
https://t.co/pzADzz7ppb"
446,2022-02-23 04:10:02+00:00,MagazineR_,"금호석유화학 ""5대 중점 전략 실천해 2050년 탄소중립 달성"" https://t.co/xS2YUcyddv"
447,2022-02-22 23:49:11+00:00,jesusokm7,"송파구, 주민 체감형 탄소중립 실천 무료교육 시작!: 송파구가 ‘구민체감형 탄소중립 실천교육’을 처음으로 진행한다.이를 통해 구는 정부가 발표한 ‘2050 탄소중립 선언’에 발맞춰 주민과 함께 ‘탄소중립 송파’를 만들어 나가겠다는 계획이다.박성수 송 https://t.co/L9ocioPUYo"
448,2022-02-22 14:11:10+00:00,kimtaku999,"Honda Heart CM 1분 버전 
2050년 CO2 배출량 제로 선언 
인류가 마주하는 큰 난문
해결책은 하나가 아니다
그래서 혼다는 도전한다
#難問を愛そう
#탄소중립 https://t.co/dqDMNKPsK3"
449,2022-02-21 03:28:20+00:00,asnjust1,"구리시, 2050 탄소중립 실현을 위한 탄소포인트제 참여 확대 · 구리시 공무원 탄소중립을 위한 실천과제 지속 추진 https://t.co/qnwV4CMCXs"
450,2022-02-21 02:09:08+00:00,wBLVGxUZAd39aPH,"구리시, 2050 탄소중립 실현을 위한 탄소포인트제 참여 확대 추진 https://t.co/IAEa2GFR5E"
451,2022-02-19 06:20:44+00:00,reemk13,"탄소 중립 
2050년까지 탄소 중립을 실현하려면, 
석탄, 석유, 천연가스를 연소하는 화력발전을 당장 그만 둬야 한다.
대안은 무엇인가? 핵에너지를 포함한 자연에너지 발전이다. 이산화탄소를 가장 적게 발생하는 것이 핵발전, 즉 원자력 발전이다. https://t.co/dJFIpMjAVb"
452,2022-02-18 02:51:48+00:00,JungJaHyun,"..'그러다보니 실질적으로 탄소를 어떻게 줄일지에 대한 구체적 논의가 불가능하다..

환경운동연합 에너지기후국 권우현 활동가는 “2050 탄소중립 시나리오에는 탄소중립에 도달하기 위한 경로만 탄소예산을 고려한 부분이 없다..
탄소예산에 따라 감축하겠다는 시나리오가 있어야 한다”"
453,2022-02-18 02:48:56+00:00,JungJaHyun,"'영국은..2035년까지 온실가스 배출량을 1990년 대비 78% 줄이겠다고 밝히면서 2033년부터 2037년까지 5년간의 탄소예산을 9억6500만t으로 정했다. 프랑스는..2033년까지 5개년 탄소예산을 설정했다.

한국은 이 같은 수치 없이 2050년까지 탄소중립을 달성한다는 목표를'
https://t.co/W9h6kdnIXA"
454,2022-02-17 08:08:27+00:00,iamkepco,"한전, SF6 분해기술로 탄소중립 가속화!

SF6는 대표적인 온실가스로서 무려 이산화탄소의
23,900배에 달하는 영향을 끼친다고 합니다.

2050 탄소중립의 효율적인 달성을 위해
한전이 자체 개발한 SF6 분해기술!

카드뉴스로 함께 알아보시죠!
👉https://t.co/Tb2NCM6Ihn https://t.co/xAuUoN3i50"
455,2022-02-17 08:03:11+00:00,MagazineR_,"환경공단, 지역 향토기업과 정부 '2050 탄소중립' 실천 https://t.co/vIDQi91qWe"
456,2022-02-17 02:01:38+00:00,jnews019,"LG생활건강, 2050 탄소중립 선언 https://t.co/nSI4Wgng0r"
457,2022-02-16 03:01:45+00:00,MagazineR_,"LG생건, 국내 업계 최초 2050 탄소중립 선언 https://t.co/PNQKzfcnLr"
458,2022-02-15 15:58:04+00:00,dailyjeonbuk,전주권 대학들 “2050 탄소중립도시 실천” https://t.co/TCJ4ZxGqiI
459,2022-02-15 13:36:15+00:00,dmakernews,"LG생활건강, 2050 탄소중립 선언
https://t.co/uIThcVnfFD"
460,2022-02-15 13:25:20+00:00,v_eggm,"LG생활건강, 2050 탄소중립 선언... ＂2000억원 투자한다＂ (출처 : 한경비즈니스 | 네이버 뉴스) https://t.co/uE8IhEukjH"
461,2022-02-15 10:24:20+00:00,solarrio1988,LG생건 '2050 탄소중립' 선언…2000억 투입 (출처 : 서울경제 | 네이버 뉴스) https://t.co/DC1Mikl7zx
462,2022-02-15 10:00:33+00:00,erissue,"LG생활건강, 2050 탄소중립 선언…2030년까지 2,000억원 투자

https://t.co/U8W3EGiTb6"
463,2022-02-15 09:00:52+00:00,MagazineR_,"LG생건, 2050 탄소중립 선언…2030년까지 2000억 투자 https://t.co/mWSbxumgTD"
464,2022-02-15 09:00:52+00:00,MagazineR_,"LG생활건강, 2050년 탄소중립 선언 https://t.co/WYOBowpc7O"
465,2022-02-15 08:00:49+00:00,MagazineR_,"LG생활건강, `2050 탄소중립` 위해 친환경분야 2000억 투자 https://t.co/ANGZUujjxY"
466,2022-02-15 08:00:49+00:00,MagazineR_,"LG생활건강, 2050 탄소중립 선언…'2000억 원' 투자 계획 발표 https://t.co/uUikQhnbxa"
467,2022-02-15 07:33:43+00:00,naewaymedia,"구리시, ‘2050 탄소중립’ 실천을 위한 탄소포인트제 활성화 추진 https://t.co/8uf1J3PaBy"
468,2022-02-15 06:29:32+00:00,newswire_style,"LG생활건강, 2050 탄소중립 선언 https://t.co/uDDCs4fRS3"
469,2022-02-15 06:28:07+00:00,koreanewswire,"LG생활건강, 2050 탄소중립 선언 https://t.co/HnuaUxjurw"
470,2022-02-15 06:27:02+00:00,newswire_en,"LG생활건강, 2050 탄소중립 선언 https://t.co/YEpBfVj1tm"
471,2022-02-15 01:58:40+00:00,eojinsarang,"탄소중립 2050 국제적 약속이 무색해진다. 
무섭다. 프랑스 

프랑스 ‘원전 강화’로 유턴... 마크롱 “2050년까지 신규 원전 최대 14기 건설” https://t.co/cSsaDVEwWH"
472,2022-02-15 01:38:05+00:00,leesoo1001,"도봉구, 2050 탄소중립 위해 올 한해 온실가스 5만 톤 줄인다 https://t.co/eRwfVh3cf7"
473,2022-02-15 01:30:12+00:00,XRQ2GqqS4a3aah5,"도봉구, 2050 탄소중립 위해 올 한해 온실가스 5만 톤 줄인다    https://t.co/Sb8midq6jP"
474,2022-02-15 00:14:32+00:00,jesusokm7,"도봉구, 2050 탄소중립 위해 올 한해 온실가스 5만 톤 줄인다: 도봉구가 2022년 올 한 해 온실가스 51,454톤CO2eq을 줄이겠다고 밝혔다.도봉구가 2021년 9월 전국 최초로 '2050년 탄소중립 실현'을 목표로 한 '도봉구 탄소중립 기본 조례'를 제정하고, '2022년 온실가스 https://t.co/3XvaHXj8Xp"
475,2022-02-14 06:12:44+00:00,smart_seogu,"☁️🌿2050 탄소중립을 실천하는
우수 아파트를 모집해요.🏠

✔️접수기간: 22.02.09 ~ 22.03.08
✔️대상: 100세대 이상 공동주택단지
✔️접수방법: 우편 또는 팩스로 신청서 제출
✔️평가기간: 22.1.1. ~ 22.10.31.
✔️평가시기: 7월, 11월
자세한 사항은 서구 기후 환경과
(☎️042-288-3523)로 문의주세요.! https://t.co/a4tAVgMjkH"
476,2022-02-14 03:55:41+00:00,EduYonhap,"고양시, 어린이집 대상 2050 탄소 중립 기후환경 교육 실시 https://t.co/jiJXDhJxqQ 
#고양시 #어린이집 #탄소중립 #기후환경 #교육 #2022년 #상반기 #씨앗기후환경학교"
477,2022-02-11 10:23:59+00:00,makeup446,"&lt;산림기술자 1,000명 이재명 후보 지지 선언&gt;

""산림기술자와 함께 2050 탄소중립 실현을 위하여 적극 노력하고자 하는 의지와 용기로 대한민국 산림 미래에 희망과 개혁을 이끌 수 있는 후보!""

#이재명 #유능한_경제대통령 #산림기술자 #2050_탄소중립 #탄소중립실현 #기후위기 #삼림 #개혁대통령 https://t.co/hVkvqc5WAt"
478,2022-02-11 09:55:55+00:00,reading_snail,"@ROK_MND 미군에서 2050년까지 탄소중립 군대로 가는 보고서가 나왔는데, 한국에서도 탄소중립 군대로 가는 보고서가 나올수 있을까요? https://t.co/1XNv2u5Aem"
479,2022-02-10 23:44:32+00:00,FranceenCoree,"이는 2050년까지 한국 정부의 탄소 중립 목표를 지원하는 데 전념하는 혁신적인 항공 부문의 출현을 촉진하려는 프랑스와 한국 간의 공통된 야망을 반영합니다. 
#탄소제로 #수소 #기후행동 #항공 #에너지"
480,2022-02-10 11:37:29+00:00,du3882,"[다경뉴스] 포항시, 자원순환정책 2050탄소중립 실현 위해 달라져 https://t.co/uMo7zVwdgc"
481,2022-02-09 10:40:33+00:00,BreakNewsCom,"[포토] 화천군, 양구군·한국수력원자력·Net Zero 2050 기후재단과 탄소중립 사회 실현 위한 업무협약 체결   / 브레이크뉴스  https://t.co/EE7LPiDscD"
482,2022-02-09 00:45:06+00:00,NoTseynC4RMEo2i,"[newstomorrow] 한국생활개선공주시연합회, ‘2050 탄소중립’ 실천 캠페인 펼쳐 https://t.co/t0LDEbBYio"
483,2022-02-09 00:43:11+00:00,M6KIoLEVpDQHXnc,"[newstomorrow] 한국생활개선공주시연합회, ‘2050 탄소중립’ 실천 캠페인 펼쳐 https://t.co/dB6xCrRhri"
484,2022-02-08 15:01:16+00:00,2050icloud,"LG화학 ""2030년 매출 60조 원…전지 소재 12배 성장 목표"" https://t.co/ipOxafwZLF 신학철 ""기후위기 등 산업계 대전환기, LG화학 도약 기회""
친환경 소재·전지 소재·신약 등 3대 고부가 신사업 확대
탄소중립 목표 20년 앞당겨…2050년까지 '넷제로' 달성"
485,2022-02-07 10:01:33+00:00,hyechulson,"충북도-충북과기원 「2050 탄소중립 실천 다짐대회」 개최

https://t.co/ncXiAKzgPx https://t.co/3Fpe4Yh6w9"
486,2022-02-07 08:33:05+00:00,korea_talk,[한국경영연구소]탄소중립 정책 뒷받침할 2050 탄소중립 표준화 전략 수립 https://t.co/k9IsudSh7f
487,2022-02-07 06:51:28+00:00,forest_news,"🌲 #탄소중립 
'탄소중립' 이란? 
온실가스를 배출한 만큼 흡수해서  
순배출량을 '0'으로 만들어 우리가 사는 지구를 
더 건강하게 만들기 위한 2050년 목표입니다🙂
자세한 내용은 카드뉴스 참고바랍니다👀💚
👉 https://t.co/uKUzTIxD1m https://t.co/gO0cd8SbQl"
488,2022-02-06 08:21:07+00:00,youngkim28,"이양수 “與 기후위기 대책 잘못… 산업정책과 함께 가야” 

“윤후보는 이 후보에게 ‘신재생만 갖고 2050년 탄소 중립 달성하며 산업경쟁력 유지 가능하겠느냐’ 물었지만 이 제대로 답변 못하고 말돌려.원전 빼고 재생에너지만 으로 경쟁력 훼손 않는 탄소중립 달성은 불가능""

https://t.co/anKI9E5zdd"
489,2022-02-06 06:31:17+00:00,munms1,"국회 정책세미나에서 
'2040 탄소중립 달성 전략' 주제발표를 했습니다. 
문재인 정부의 '2050탄소중립 시나리오'
온실가스배출량  40% 감축
2050년까지 탄소중립달성 목표

이재명 후보의 '2040탄소중립 정책공약'
10년을 앞당겨 달성하겠다는 
그린강국 코리아 공약입니다. 
https://t.co/ZSotXLKtqx"
490,2022-02-06 00:20:35+00:00,hyechulson,"[환경친구들 EFG] 기후 위기, 2050 탄소중립 ‘더 늦기 전에’ https://t.co/cLU9t6DHEs"
